Activity,BPM,RMSSD,Quality,Comments,weekday,days,hours,abs_time_days,abs_time_hours
20,0,0,1,Invalid data,2,0,9,0.375,9
0,0,0,1,Invalid data,2,0,9.083333333,0.378472222,9.083333333
0,0,0,1,Invalid data,2,0,9.166666667,0.381944444,9.166666667
0,0,69.63,0.94,Some IBI data discounted,2,0,9.25,0.385416667,9.25
0,0,0,1,Invalid data,2,0,9.333333333,0.388888889,9.333333333
0,0,0,1,Invalid data,2,0,9.416666667,0.392361111,9.416666667
0,0,192.41,0.06,Some IBI data discounted,2,0,9.5,0.395833333,9.5
0,0,101.03,0.94,Some IBI data discounted,2,0,9.583333333,0.399305556,9.583333333
0,0,0,0.94,Invalid data,2,0,9.666666667,0.402777778,9.666666667
0,0,75.42,0.94,Some IBI data discounted,2,0,9.75,0.40625,9.75
0,0,0,1,Invalid data,2,0,9.833333333,0.409722222,9.833333333
0,0,0,1,Invalid data,2,0,9.916666667,0.413194444,9.916666667
43,0,794.73,0.06,Invalid data,2,0,10,0.416666667,10
40,0,735.71,0,Invalid data,2,0,10.08333333,0.420138889,10.08333333
0,0,779.88,0.06,Invalid data,2,0,10.16666667,0.423611111,10.16666667
0,0,941.4,0.06,Invalid data,2,0,10.25,0.427083333,10.25
0,68,934.42,0.06,Invalid data,2,0,10.33333333,0.430555556,10.33333333
50,0,754.09,0.06,Invalid data,2,0,10.41666667,0.434027778,10.41666667
0,45,769.03,0.19,Invalid data,2,0,10.5,0.4375,10.5
162,29,652.51,0.38,Invalid data,2,0,10.58333333,0.440972222,10.58333333
99,61,541.37,0,Invalid data,2,0,10.66666667,0.444444444,10.66666667
49,62,36.57,1,,2,0,10.75,0.447916667,10.75
25,58,40.92,1,,2,0,10.83333333,0.451388889,10.83333333
2176,69,33.69,0.94,,2,0,10.91666667,0.454861111,10.91666667
279,68,37.88,1,,2,0,11,0.458333333,11
1106,71,27.85,0.94,Some IBI data discounted,2,0,11.08333333,0.461805556,11.08333333
1277,69,51.77,0.94,Some IBI data discounted,2,0,11.16666667,0.465277778,11.16666667
1215,76,28.63,1,,2,0,11.25,0.46875,11.25
1183,101,14.61,0.88,Some IBI data discounted,2,0,11.33333333,0.472222222,11.33333333
968,84,25.8,1,,2,0,11.41666667,0.475694444,11.41666667
448,63,43.09,0.94,,2,0,11.5,0.479166667,11.5
2,58,46.52,0.88,,2,0,11.58333333,0.482638889,11.58333333
1,56,53.69,1,,2,0,11.66666667,0.486111111,11.66666667
706,64,48.09,0.75,,2,0,11.75,0.489583333,11.75
890,71,33.33,1,,2,0,11.83333333,0.493055556,11.83333333
1213,65,31.92,1,,2,0,11.91666667,0.496527778,11.91666667
3060,73,38.95,0.9,Some IBI data discounted,2,0,12,0.5,12
2149,61,37.53,1,,2,0,12.08333333,0.503472222,12.08333333
31,55,96.78,0.81,Some IBI data discounted,2,0,12.16666667,0.506944444,12.16666667
12,54,62.5,0.88,,2,0,12.25,0.510416667,12.25
30,52,101.93,0.88,Some IBI data discounted,2,0,12.33333333,0.513888889,12.33333333
30,54,107.45,0.75,Some IBI data discounted,2,0,12.41666667,0.517361111,12.41666667
27,52,139.02,0.88,Some IBI data discounted,2,0,12.5,0.520833333,12.5
21,53,62.67,0.94,,2,0,12.58333333,0.524305556,12.58333333
10,51,72.11,0.88,,2,0,12.66666667,0.527777778,12.66666667
7,56,54.89,1,,2,0,12.75,0.53125,12.75
11,61,43.16,1,,2,0,12.83333333,0.534722222,12.83333333
15,60,42.15,1,,2,0,12.91666667,0.538194444,12.91666667
14,58,72.6,0.94,Some IBI data discounted,2,0,13,0.541666667,13
3014,84,75.24,0.88,Some IBI data discounted,2,0,13.08333333,0.545138889,13.08333333
1384,76,91.13,0.88,Some IBI data discounted,2,0,13.16666667,0.548611111,13.16666667
3,57,27.6,1,,2,0,13.25,0.552083333,13.25
429,64,122.48,0.09,Some IBI data discounted,2,0,13.33333333,0.555555556,13.33333333
316,59,88.46,0.31,Some IBI data discounted,2,0,13.41666667,0.559027778,13.41666667
928,75,332.24,0.13,Invalid data,2,0,13.5,0.5625,13.5
1860,77,469.25,0.06,Invalid data,2,0,13.58333333,0.565972222,13.58333333
1231,100,380.25,0.13,Invalid data,2,0,13.66666667,0.569444444,13.66666667
844,69,338.28,0.06,Invalid data,2,0,13.75,0.572916667,13.75
93,58,45.7,0.88,Some IBI data discounted,2,0,13.83333333,0.576388889,13.83333333
0,53,43.14,1,,2,0,13.91666667,0.579861111,13.91666667
0,51,41.99,1,,2,0,14,0.583333333,14
0,51,47.9,1,,2,0,14.08333333,0.586805556,14.08333333
1,50,45.26,1,,2,0,14.16666667,0.590277778,14.16666667
106,59,233.46,0.56,,2,0,14.25,0.59375,14.25
47,69,294.58,0,,2,0,14.33333333,0.597222222,14.33333333
158,64,428.92,0.2,Invalid data,2,0,14.41666667,0.600694444,14.41666667
5,56,108.93,0.88,Some IBI data discounted,2,0,14.5,0.604166667,14.5
0,56,119.27,0.88,Some IBI data discounted,2,0,14.58333333,0.607638889,14.58333333
228,54,414.41,0.31,Invalid data,2,0,14.66666667,0.611111111,14.66666667
0,48,50.61,1,,2,0,14.75,0.614583333,14.75
0,45,43.96,1,,2,0,14.83333333,0.618055556,14.83333333
1,45,47.7,1,,2,0,14.91666667,0.621527778,14.91666667
230,59,266.01,0.56,,2,0,15,0.625,15
1842,62,337.66,0,Invalid data,2,0,15.08333333,0.628472222,15.08333333
257,63,291.95,0.75,,2,0,15.16666667,0.631944444,15.16666667
406,63,425.59,0.5,Invalid data,2,0,15.25,0.635416667,15.25
625,71,676.94,0.25,Invalid data,2,0,15.33333333,0.638888889,15.33333333
583,69,602.38,0.13,Invalid data,2,0,15.41666667,0.642361111,15.41666667
3217,86,469.15,0.06,Invalid data,2,0,15.5,0.645833333,15.5
1806,65,450.39,0.31,Invalid data,2,0,15.58333333,0.649305556,15.58333333
610,66,261.34,0.5,,2,0,15.66666667,0.652777778,15.66666667
0,55,39.87,1,,2,0,15.75,0.65625,15.75
56,57,49.25,0.94,,2,0,15.83333333,0.659722222,15.83333333
1,52,109.7,0.88,Some IBI data discounted,2,0,15.91666667,0.663194444,15.91666667
0,50,443.48,0.44,Invalid data,2,0,16,0.666666667,16
22,60,783.39,0.13,Invalid data,2,0,16.08333333,0.670138889,16.08333333
1,51,582.22,0.19,Invalid data,2,0,16.16666667,0.673611111,16.16666667
1,51,40.2,1,,2,0,16.25,0.677083333,16.25
5,56,141.48,0.31,Some IBI data discounted,2,0,16.33333333,0.680555556,16.33333333
12,57,735.86,0.06,Invalid data,2,0,16.41666667,0.684027778,16.41666667
8,0,630.45,0.31,Invalid data,2,0,16.5,0.6875,16.5
103,61,163.4,0.88,Some IBI data discounted,2,0,16.58333333,0.690972222,16.58333333
699,64,157.4,0.88,Some IBI data discounted,2,0,16.66666667,0.694444444,16.66666667
1005,66,71.02,0.94,Some IBI data discounted,2,0,16.75,0.697916667,16.75
1066,65,117.48,0.81,Some IBI data discounted,2,0,16.83333333,0.701388889,16.83333333
722,62,109.13,0.88,Some IBI data discounted,2,0,16.91666667,0.704861111,16.91666667
980,67,70.53,0.94,Some IBI data discounted,2,0,17,0.708333333,17
311,60,44.14,0.94,Some IBI data discounted,2,0,17.08333333,0.711805556,17.08333333
990,70,198.82,0.81,Some IBI data discounted,2,0,17.16666667,0.715277778,17.16666667
1553,69,381.6,0.13,Invalid data,2,0,17.25,0.71875,17.25
857,74,39.84,0.94,Some IBI data discounted,2,0,17.33333333,0.722222222,17.33333333
945,63,153.09,0.81,Some IBI data discounted,2,0,17.41666667,0.725694444,17.41666667
320,62,53.63,0.94,,2,0,17.5,0.729166667,17.5
697,66,41.15,0.94,Some IBI data discounted,2,0,17.58333333,0.732638889,17.58333333
446,56,52.85,0.88,,2,0,17.66666667,0.736111111,17.66666667
258,60,60.89,0.81,Some IBI data discounted,2,0,17.75,0.739583333,17.75
270,57,72.91,0.88,,2,0,17.83333333,0.743055556,17.83333333
303,56,61.21,0.94,,2,0,17.91666667,0.746527778,17.91666667
174,60,45.03,0.88,Some IBI data discounted,2,0,18,0.75,18
120,58,35.65,1,,2,0,18.08333333,0.753472222,18.08333333
137,60,39.87,1,,2,0,18.16666667,0.756944444,18.16666667
359,59,38.04,0.94,Some IBI data discounted,2,0,18.25,0.760416667,18.25
481,56,218.74,0.69,,2,0,18.33333333,0.763888889,18.33333333
307,62,174.47,0.25,,2,0,18.41666667,0.767361111,18.41666667
36,59,31.3,1,Some IBI data discounted,2,0,18.5,0.770833333,18.5
202,60,196.23,0.81,Some IBI data discounted,2,0,18.58333333,0.774305556,18.58333333
185,54,387.38,0.25,Invalid data,2,0,18.66666667,0.777777778,18.66666667
143,57,546.79,0.25,Invalid data,2,0,18.75,0.78125,18.75
276,55,691.04,0.19,Invalid data,2,0,18.83333333,0.784722222,18.83333333
61,58,339.76,0.44,Invalid data,2,0,18.91666667,0.788194444,18.91666667
197,57,541.34,0.25,Invalid data,2,0,19,0.791666667,19
95,56,336,0.69,Invalid data,2,0,19.08333333,0.795138889,19.08333333
200,57,692.28,0.38,Invalid data,2,0,19.16666667,0.798611111,19.16666667
238,56,728.34,0,Invalid data,2,0,19.25,0.802083333,19.25
198,62,709.14,0.25,Invalid data,2,0,19.33333333,0.805555556,19.33333333
54,57,442.2,0.63,Invalid data,2,0,19.41666667,0.809027778,19.41666667
5,61,290.35,0.81,,2,0,19.5,0.8125,19.5
7,59,350.42,0.75,Invalid data,2,0,19.58333333,0.815972222,19.58333333
94,59,530.8,0.25,Invalid data,2,0,19.66666667,0.819444444,19.66666667
5,61,34.3,0.94,Some IBI data discounted,2,0,19.75,0.822916667,19.75
193,59,413.76,0.25,Invalid data,2,0,19.83333333,0.826388889,19.83333333
14,56,317.38,0.75,Invalid data,2,0,19.91666667,0.829861111,19.91666667
22,55,669.56,0.5,Invalid data,2,0,20,0.833333333,20
111,55,673.31,0.06,Invalid data,2,0,20.08333333,0.836805556,20.08333333
6,61,630.66,0.13,Invalid data,2,0,20.16666667,0.840277778,20.16666667
155,60,714.99,0.19,Invalid data,2,0,20.25,0.84375,20.25
110,56,305.1,0.44,Invalid data,2,0,20.33333333,0.847222222,20.33333333
0,58,484.84,0.69,Invalid data,2,0,20.41666667,0.850694444,20.41666667
250,55,317.24,0.38,Invalid data,2,0,20.5,0.854166667,20.5
165,54,35.94,1,,2,0,20.58333333,0.857638889,20.58333333
2,55,28.85,1,,2,0,20.66666667,0.861111111,20.66666667
19,59,31.49,1,,2,0,20.75,0.864583333,20.75
95,58,25.34,1,,2,0,20.83333333,0.868055556,20.83333333
139,52,98.44,0.88,Some IBI data discounted,2,0,20.91666667,0.871527778,20.91666667
28,51,54.64,1,,2,0,21,0.875,21
22,51,81.31,0.69,,2,0,21.08333333,0.878472222,21.08333333
17,51,147.6,0.81,,2,0,21.16666667,0.881944444,21.16666667
72,52,155.28,0.75,Some IBI data discounted,2,0,21.25,0.885416667,21.25
29,49,255.11,0.81,,2,0,21.33333333,0.888888889,21.33333333
411,54,292.82,0.38,,2,0,21.41666667,0.892361111,21.41666667
7,47,126.99,0.81,Some IBI data discounted,2,0,21.5,0.895833333,21.5
8,48,153.85,0.81,Some IBI data discounted,2,0,21.58333333,0.899305556,21.58333333
13,49,238.09,0.75,,2,0,21.66666667,0.902777778,21.66666667
13,50,370.23,0.69,Invalid data,2,0,21.75,0.90625,21.75
34,50,337.16,0.38,Invalid data,2,0,21.83333333,0.909722222,21.83333333
29,50,290.3,0.63,,2,0,21.91666667,0.913194444,21.91666667
21,50,312.32,0.63,Invalid data,2,0,22,0.916666667,22
7,44,742.93,0.13,Invalid data,2,0,22.08333333,0.920138889,22.08333333
1,47,463.2,0.38,Invalid data,2,0,22.16666667,0.923611111,22.16666667
0,46,522.86,0.25,Invalid data,2,0,22.25,0.927083333,22.25
16,55,664.68,0.06,Invalid data,2,0,22.33333333,0.930555556,22.33333333
1,46,667.05,0.06,Invalid data,2,0,22.41666667,0.934027778,22.41666667
259,50,713.78,0.19,Invalid data,2,0,22.5,0.9375,22.5
82,57,479.13,0.06,Invalid data,2,0,22.58333333,0.940972222,22.58333333
238,57,400.24,0.31,Invalid data,2,0,22.66666667,0.944444444,22.66666667
94,55,546.33,0.29,Invalid data,2,0,22.75,0.947916667,22.75
203,52,172.91,0.13,Some IBI data discounted,2,0,22.83333333,0.951388889,22.83333333
23,48,98.2,0.94,,2,0,22.91666667,0.954861111,22.91666667
0,45,51.43,0.94,,2,0,23,0.958333333,23
0,44,83.31,0.94,,2,0,23.08333333,0.961805556,23.08333333
0,43,53.56,1,,2,0,23.16666667,0.965277778,23.16666667
0,44,43.65,1,,2,0,23.25,0.96875,23.25
0,45,39.2,1,,2,0,23.33333333,0.972222222,23.33333333
0,45,37.17,1,,2,0,23.41666667,0.975694444,23.41666667
6,46,118.7,0.69,,2,0,23.5,0.979166667,23.5
0,44,42.97,1,,2,0,23.58333333,0.982638889,23.58333333
0,44,47.31,1,,2,0,23.66666667,0.986111111,23.66666667
0,44,43.87,1,,2,0,23.75,0.989583333,23.75
0,44,46.54,1,,2,0,23.83333333,0.993055556,23.83333333
10,46,96.84,0.88,Some IBI data discounted,2,0,23.91666667,0.996527778,23.91666667
0,45,63.04,0.94,,3,1,0,1,24
0,43,49.33,1,,3,1,0.083333333,1.003472222,24.08333333
0,45,51.19,1,,3,1,0.166666667,1.006944444,24.16666667
0,46,55.43,0.88,,3,1,0.25,1.010416667,24.25
0,45,83.23,0.94,,3,1,0.333333333,1.013888889,24.33333333
0,44,55.23,1,,3,1,0.416666667,1.017361111,24.41666667
0,44,61,1,,3,1,0.5,1.020833333,24.5
0,44,59.4,1,,3,1,0.583333333,1.024305556,24.58333333
15,47,51.81,0.88,,3,1,0.666666667,1.027777778,24.66666667
0,44,39.38,1,,3,1,0.75,1.03125,24.75
0,44,40.33,1,,3,1,0.833333333,1.034722222,24.83333333
0,43,43.02,1,,3,1,0.916666667,1.038194444,24.91666667
0,43,43.3,1,,3,1,1,1.041666667,25
0,44,47.19,0.93,,3,1,1.083333333,1.045138889,25.08333333
6,45,73.08,0.81,,3,1,1.166666667,1.048611111,25.16666667
0,43,43.69,1,,3,1,1.25,1.052083333,25.25
0,42,44.69,1,,3,1,1.333333333,1.055555556,25.33333333
5,44,68.27,0.88,,3,1,1.416666667,1.059027778,25.41666667
0,43,53.61,1,,3,1,1.5,1.0625,25.5
0,43,54.09,1,,3,1,1.583333333,1.065972222,25.58333333
7,43,63.35,0.94,,3,1,1.666666667,1.069444444,25.66666667
0,41,66.97,1,,3,1,1.75,1.072916667,25.75
0,41,54.28,1,,3,1,1.833333333,1.076388889,25.83333333
1,45,62.44,0.88,,3,1,1.916666667,1.079861111,25.91666667
0,44,61.9,1,,3,1,2,1.083333333,26
225,58,42.02,1,,3,1,2.083333333,1.086805556,26.08333333
0,44,46.58,1,,3,1,2.166666667,1.090277778,26.16666667
0,43,47.91,1,,3,1,2.25,1.09375,26.25
0,43,59.3,1,,3,1,2.333333333,1.097222222,26.33333333
0,42,58.19,1,,3,1,2.416666667,1.100694444,26.41666667
0,43,61.03,0.88,,3,1,2.5,1.104166667,26.5
0,42,53.51,1,,3,1,2.583333333,1.107638889,26.58333333
0,43,43.47,1,,3,1,2.666666667,1.111111111,26.66666667
10,46,100.67,0.81,,3,1,2.75,1.114583333,26.75
0,44,51.6,1,,3,1,2.833333333,1.118055556,26.83333333
0,44,54.67,1,,3,1,2.916666667,1.121527778,26.91666667
0,44,46.16,1,,3,1,3,1.125,27
0,45,46.78,1,,3,1,3.083333333,1.128472222,27.08333333
0,48,45.79,1,,3,1,3.166666667,1.131944444,27.16666667
1,49,54.25,0.94,,3,1,3.25,1.135416667,27.25
0,48,55.76,1,,3,1,3.333333333,1.138888889,27.33333333
0,48,68.39,0.94,,3,1,3.416666667,1.142361111,27.41666667
0,48,51.19,0.88,,3,1,3.5,1.145833333,27.5
3,46,57.67,0.81,,3,1,3.583333333,1.149305556,27.58333333
0,43,51.08,1,,3,1,3.666666667,1.152777778,27.66666667
0,43,46.16,1,,3,1,3.75,1.15625,27.75
0,45,57.96,0.94,,3,1,3.833333333,1.159722222,27.83333333
0,45,46.47,1,,3,1,3.916666667,1.163194444,27.91666667
0,44,49.72,1,,3,1,4,1.166666667,28
0,44,63.57,0.88,,3,1,4.083333333,1.170138889,28.08333333
0,44,46.67,1,,3,1,4.166666667,1.173611111,28.16666667
10,46,45.69,0.88,Some IBI data discounted,3,1,4.25,1.177083333,28.25
0,44,51.85,1,,3,1,4.333333333,1.180555556,28.33333333
0,44,40.2,1,,3,1,4.416666667,1.184027778,28.41666667
0,44,105.31,0.75,,3,1,4.5,1.1875,28.5
0,44,50.96,0.81,,3,1,4.583333333,1.190972222,28.58333333
0,43,44.99,1,,3,1,4.666666667,1.194444444,28.66666667
0,44,44.1,1,,3,1,4.75,1.197916667,28.75
0,44,49.24,1,,3,1,4.833333333,1.201388889,28.83333333
0,45,39.19,1,,3,1,4.916666667,1.204861111,28.91666667
0,45,39.93,1,,3,1,5,1.208333333,29
2,47,107.17,0.81,Some IBI data discounted,3,1,5.083333333,1.211805556,29.08333333
9,46,57.71,0.94,,3,1,5.166666667,1.215277778,29.16666667
0,44,50.19,1,,3,1,5.25,1.21875,29.25
0,45,46.5,1,,3,1,5.333333333,1.222222222,29.33333333
6,49,66.4,0.81,,3,1,5.416666667,1.225694444,29.41666667
0,45,81.47,0.94,,3,1,5.5,1.229166667,29.5
6,47,62.74,0.56,,3,1,5.583333333,1.232638889,29.58333333
0,45,52.53,1,,3,1,5.666666667,1.236111111,29.66666667
0,46,49.36,1,,3,1,5.75,1.239583333,29.75
0,47,54.26,0.69,,3,1,5.833333333,1.243055556,29.83333333
0,46,47.18,1,,3,1,5.916666667,1.246527778,29.91666667
0,46,43.98,1,,3,1,6,1.25,30
0,46,50.49,1,,3,1,6.083333333,1.253472222,30.08333333
4,48,47.27,1,,3,1,6.166666667,1.256944444,30.16666667
0,45,58.75,1,,3,1,6.25,1.260416667,30.25
0,48,54.67,0.81,,3,1,6.333333333,1.263888889,30.33333333
0,45,51.27,1,,3,1,6.416666667,1.267361111,30.41666667
1,48,71.39,0.88,,3,1,6.5,1.270833333,30.5
0,42,61.12,1,,3,1,6.583333333,1.274305556,30.58333333
22,50,63.46,0.81,,3,1,6.666666667,1.277777778,30.66666667
1,47,66.7,0.75,,3,1,6.75,1.28125,30.75
250,61,51,0.75,,3,1,6.833333333,1.284722222,30.83333333
26,59,40.32,1,,3,1,6.916666667,1.288194444,30.91666667
158,56,49.57,1,,3,1,7,1.291666667,31
87,60,37.14,1,,3,1,7.083333333,1.295138889,31.08333333
182,57,49.5,1,,3,1,7.166666667,1.298611111,31.16666667
320,60,248.61,0.75,,3,1,7.25,1.302083333,31.25
0,0,0,0.94,Invalid data,3,1,7.333333333,1.305555556,31.33333333
170,64,246.22,0.31,Some IBI data discounted,3,1,7.416666667,1.309027778,31.41666667
274,54,60.69,1,,3,1,7.5,1.3125,31.5
8,53,58.74,1,,3,1,7.583333333,1.315972222,31.58333333
100,58,93.23,0.75,Some IBI data discounted,3,1,7.666666667,1.319444444,31.66666667
40,56,51.19,1,,3,1,7.75,1.322916667,31.75
109,58,51.89,0.94,,3,1,7.833333333,1.326388889,31.83333333
139,58,45.16,0.94,,3,1,7.916666667,1.329861111,31.91666667
0,61,41.19,1,,3,1,8,1.333333333,32
197,62,32.98,1,,3,1,8.083333333,1.336805556,32.08333333
94,62,30.92,1,,3,1,8.166666667,1.340277778,32.16666667
152,60,32.17,1,,3,1,8.25,1.34375,32.25
23,60,55.62,0.94,,3,1,8.333333333,1.347222222,32.33333333
6,60,42.24,1,,3,1,8.416666667,1.350694444,32.41666667
3,60,43.07,1,,3,1,8.5,1.354166667,32.5
108,67,43.37,0.94,Some IBI data discounted,3,1,8.583333333,1.357638889,32.58333333
28,63,39.57,1,,3,1,8.666666667,1.361111111,32.66666667
70,65,42.63,0.88,Some IBI data discounted,3,1,8.75,1.364583333,32.75
177,69,38.1,0.88,,3,1,8.833333333,1.368055556,32.83333333
321,71,63.97,0.88,,3,1,8.916666667,1.371527778,32.91666667
85,62,35.54,1,,3,1,9,1.375,33
78,62,37.71,0.88,Some IBI data discounted,3,1,9.083333333,1.378472222,33.08333333
399,65,42.52,0.94,,3,1,9.166666667,1.381944444,33.16666667
450,64,40.91,1,,3,1,9.25,1.385416667,33.25
290,63,41.67,0.9,Some IBI data discounted,3,1,9.333333333,1.388888889,33.33333333
385,67,143.99,0.88,,3,1,9.416666667,1.392361111,33.41666667
362,67,134.13,0.85,,3,1,9.5,1.395833333,33.5
271,75,44.63,1,Some IBI data discounted,3,1,9.583333333,1.399305556,33.58333333
466,67,41.73,1,,3,1,9.666666667,1.402777778,33.66666667
494,69,115.68,0.94,,3,1,9.75,1.40625,33.75
385,66,49.32,0.75,,3,1,9.833333333,1.409722222,33.83333333
519,63,38.2,1,,3,1,9.916666667,1.413194444,33.91666667
644,76,71.46,0.94,Some IBI data discounted,3,1,10,1.416666667,34
778,63,55.88,0.81,Some IBI data discounted,3,1,10.08333333,1.420138889,34.08333333
647,70,91.65,0.81,Some IBI data discounted,3,1,10.16666667,1.423611111,34.16666667
417,64,39.27,1,,3,1,10.25,1.427083333,34.25
343,60,93.39,0.88,Some IBI data discounted,3,1,10.33333333,1.430555556,34.33333333
47,54,44.04,1,,3,1,10.41666667,1.434027778,34.41666667
27,52,88.13,0.94,,3,1,10.5,1.4375,34.5
26,51,93.08,0.81,,3,1,10.58333333,1.440972222,34.58333333
9,51,51.41,1,,3,1,10.66666667,1.444444444,34.66666667
16,51,51.01,1,,3,1,10.75,1.447916667,34.75
617,57,80.62,0.81,Some IBI data discounted,3,1,10.83333333,1.451388889,34.83333333
200,56,41.77,0.94,,3,1,10.91666667,1.454861111,34.91666667
88,57,34.19,1,,3,1,11,1.458333333,35
152,56,37.43,1,,3,1,11.08333333,1.461805556,35.08333333
132,60,32.03,1,,3,1,11.16666667,1.465277778,35.16666667
60,49,64.44,0.81,,3,1,11.25,1.46875,35.25
0,50,41.53,1,,3,1,11.33333333,1.472222222,35.33333333
1,50,43.37,1,,3,1,11.41666667,1.475694444,35.41666667
40,48,105.41,0.69,Some IBI data discounted,3,1,11.5,1.479166667,35.5
0,49,40.13,1,,3,1,11.58333333,1.482638889,35.58333333
183,58,64.17,0.88,Some IBI data discounted,3,1,11.66666667,1.486111111,35.66666667
254,60,61.34,0.87,Some IBI data discounted,3,1,11.75,1.489583333,35.75
50,52,64.4,1,,3,1,11.83333333,1.493055556,35.83333333
2,51,54.44,1,,3,1,11.91666667,1.496527778,35.91666667
44,51,93.48,0.88,Some IBI data discounted,3,1,12,1.5,36
17,52,92.12,0.81,Some IBI data discounted,3,1,12.08333333,1.503472222,36.08333333
3,53,98.33,0.88,Some IBI data discounted,3,1,12.16666667,1.506944444,36.16666667
4,55,356.06,0.38,Invalid data,3,1,12.25,1.510416667,36.25
162,55,307.61,0.69,Invalid data,3,1,12.33333333,1.513888889,36.33333333
251,62,640.51,0.06,Invalid data,3,1,12.41666667,1.517361111,36.41666667
124,56,686.5,0.06,Invalid data,3,1,12.5,1.520833333,36.5
155,58,303,0.44,Invalid data,3,1,12.58333333,1.524305556,36.58333333
157,56,406.37,0.06,Invalid data,3,1,12.66666667,1.527777778,36.66666667
121,51,368.52,0.81,Invalid data,3,1,12.75,1.53125,36.75
181,56,42.19,1,,3,1,12.83333333,1.534722222,36.83333333
6,58,50.29,1,,3,1,12.91666667,1.538194444,36.91666667
2,56,51.83,1,,3,1,13,1.541666667,37
60,57,41.46,1,,3,1,13.08333333,1.545138889,37.08333333
161,62,59.83,0.94,Some IBI data discounted,3,1,13.16666667,1.548611111,37.16666667
142,60,40.46,0.88,,3,1,13.25,1.552083333,37.25
117,58,40.81,1,,3,1,13.33333333,1.555555556,37.33333333
12,56,62.13,0.88,,3,1,13.41666667,1.559027778,37.41666667
142,58,55.17,1,,3,1,13.5,1.5625,37.5
135,58,36.59,0.94,,3,1,13.58333333,1.565972222,37.58333333
18,56,50.47,1,,3,1,13.66666667,1.569444444,37.66666667
9,56,54.13,1,,3,1,13.75,1.572916667,37.75
1,54,51.86,1,,3,1,13.83333333,1.576388889,37.83333333
14,54,83.15,0.94,,3,1,13.91666667,1.579861111,37.91666667
22,55,52.73,1,,3,1,14,1.583333333,38
240,56,55.73,0.94,,3,1,14.08333333,1.586805556,38.08333333
0,47,49.92,1,,3,1,14.16666667,1.590277778,38.16666667
0,48,43.51,1,,3,1,14.25,1.59375,38.25
170,57,46.51,0.88,,3,1,14.33333333,1.597222222,38.33333333
160,57,42.24,1,,3,1,14.41666667,1.600694444,38.41666667
225,58,46.81,1,,3,1,14.5,1.604166667,38.5
403,63,39.71,1,,3,1,14.58333333,1.607638889,38.58333333
483,60,47.68,0.94,,3,1,14.66666667,1.611111111,38.66666667
1721,63,42.91,0.94,,3,1,14.75,1.614583333,38.75
2348,70,32.08,0.94,,3,1,14.83333333,1.618055556,38.83333333
283,59,112.24,0.88,,3,1,14.91666667,1.621527778,38.91666667
79,56,60.97,1,,3,1,15,1.625,39
1650,67,26.59,1,,3,1,15.08333333,1.628472222,39.08333333
62,61,60.87,0.88,Some IBI data discounted,3,1,15.16666667,1.631944444,39.16666667
299,63,38.66,1,,3,1,15.25,1.635416667,39.25
37,59,44.62,1,,3,1,15.33333333,1.638888889,39.33333333
97,58,40.17,1,,3,1,15.41666667,1.642361111,39.41666667
61,59,42.02,1,,3,1,15.5,1.645833333,39.5
75,59,38.62,1,,3,1,15.58333333,1.649305556,39.58333333
277,59,38.67,1,,3,1,15.66666667,1.652777778,39.66666667
2235,70,28.64,1,,3,1,15.75,1.65625,39.75
1138,60,37.09,1,,3,1,15.83333333,1.659722222,39.83333333
3048,70,29.55,0.94,Some IBI data discounted,3,1,15.91666667,1.663194444,39.91666667
1530,65,34.3,1,,3,1,16,1.666666667,40
348,57,34.2,1,,3,1,16.08333333,1.670138889,40.08333333
4,55,34.8,1,,3,1,16.16666667,1.673611111,40.16666667
72,55,43.68,0.94,,3,1,16.25,1.677083333,40.25
375,56,52.46,1,,3,1,16.33333333,1.680555556,40.33333333
1,49,123.07,0.81,Some IBI data discounted,3,1,16.41666667,1.684027778,40.41666667
777,60,37.35,1,,3,1,16.5,1.6875,40.5
953,58,36.36,1,,3,1,16.58333333,1.690972222,40.58333333
528,58,37.45,1,,3,1,16.66666667,1.694444444,40.66666667
1173,62,59.55,0.94,,3,1,16.75,1.697916667,40.75
204,54,56.73,1,,3,1,16.83333333,1.701388889,40.83333333
237,49,58.07,1,,3,1,16.91666667,1.704861111,40.91666667
151,50,61.9,1,,3,1,17,1.708333333,41
454,54,48.31,1,,3,1,17.08333333,1.711805556,41.08333333
230,55,42.8,1,,3,1,17.16666667,1.715277778,41.16666667
1412,65,33.19,1,,3,1,17.25,1.71875,41.25
1115,63,35.57,1,,3,1,17.33333333,1.722222222,41.33333333
986,68,24.82,1,,3,1,17.41666667,1.725694444,41.41666667
1852,73,26.91,1,,3,1,17.5,1.729166667,41.5
1584,73,24.9,1,,3,1,17.58333333,1.732638889,41.58333333
507,61,69.96,0.81,Some IBI data discounted,3,1,17.66666667,1.736111111,41.66666667
1486,65,159.44,0.75,Some IBI data discounted,3,1,17.75,1.739583333,41.75
1474,68,27.87,1,,3,1,17.83333333,1.743055556,41.83333333
29,58,41.02,1,,3,1,17.91666667,1.746527778,41.91666667
102,56,40.35,1,,3,1,18,1.75,42
353,58,128.31,0.88,Some IBI data discounted,3,1,18.08333333,1.753472222,42.08333333
190,58,116.25,0.75,Some IBI data discounted,3,1,18.16666667,1.756944444,42.16666667
94,59,43.31,1,,3,1,18.25,1.760416667,42.25
