Activity,BPM,RMSSD,Quality,Comments,weekday,days,hours,abs_time_days,abs_time_hours
25,52,106.19,0.88,Some IBI data discounted,6,4,12.66666667,4.527777778,108.6666667
87,54,43.91,1,,6,4,12.75,4.53125,108.75
362,55,42.6,1,,6,4,12.83333333,4.534722222,108.8333333
161,54,40.24,1,,6,4,12.91666667,4.538194444,108.9166667
87,53,82.68,0.88,,6,4,13,4.541666667,109
117,54,40.54,1,,6,4,13.08333333,4.545138889,109.0833333
152,52,41.04,1,,6,4,13.16666667,4.548611111,109.1666667
101,54,71.74,0.8,,6,4,13.25,4.552083333,109.25
220,55,49.16,0.94,,6,4,13.33333333,4.555555556,109.3333333
227,54,41.92,1,,6,4,13.41666667,4.559027778,109.4166667
179,55,42.14,1,,6,4,13.5,4.5625,109.5
11,52,57.69,1,,6,4,13.58333333,4.565972222,109.5833333
324,56,138.68,0.88,Some IBI data discounted,6,4,13.66666667,4.569444444,109.6666667
104,52,38.42,1,,6,4,13.75,4.572916667,109.75
22,52,41.64,1,,6,4,13.83333333,4.576388889,109.8333333
581,58,99.24,0.75,Some IBI data discounted,6,4,13.91666667,4.579861111,109.9166667
134,54,36.68,1,,6,4,14,4.583333333,110
112,55,41.4,1,,6,4,14.08333333,4.586805556,110.0833333
332,62,48.07,0.88,Some IBI data discounted,6,4,14.16666667,4.590277778,110.1666667
763,72,410.64,0.19,Invalid data,6,4,14.25,4.59375,110.25
393,59,422.79,0,Invalid data,6,4,14.33333333,4.597222222,110.3333333
703,66,325.66,0.63,Invalid data,6,4,14.41666667,4.600694444,110.4166667
504,58,445.66,0.25,Invalid data,6,4,14.5,4.604166667,110.5
103,58,77.92,0.88,Some IBI data discounted,6,4,14.58333333,4.607638889,110.5833333
17,60,315.93,0.75,Invalid data,6,4,14.66666667,4.611111111,110.6666667
132,61,288.92,0.81,,6,4,14.75,4.614583333,110.75
523,63,258.43,0.69,,6,4,14.83333333,4.618055556,110.8333333
424,62,42.24,0.94,Some IBI data discounted,6,4,14.91666667,4.621527778,110.9166667
385,63,30.87,1,,6,4,15,4.625,111
320,65,35.14,0.81,Some IBI data discounted,6,4,15.08333333,4.628472222,111.0833333
122,61,30.59,1,,6,4,15.16666667,4.631944444,111.1666667
146,65,210.12,0.56,Some IBI data discounted,6,4,15.25,4.635416667,111.25
121,64,54.84,0.81,Some IBI data discounted,6,4,15.33333333,4.638888889,111.3333333
170,65,30.05,0.94,Some IBI data discounted,6,4,15.41666667,4.642361111,111.4166667
14,62,38.15,1,,6,4,15.5,4.645833333,111.5
46,61,36.6,1,,6,4,15.58333333,4.649305556,111.5833333
19,59,35.37,1,,6,4,15.66666667,4.652777778,111.6666667
18,58,32.52,1,,6,4,15.75,4.65625,111.75
116,59,36.24,1,,6,4,15.83333333,4.659722222,111.8333333
184,60,41.49,1,,6,4,15.91666667,4.663194444,111.9166667
409,61,232.89,0.81,,6,4,16,4.666666667,112
102,60,382.67,0.69,Invalid data,6,4,16.08333333,4.670138889,112.0833333
88,56,109.84,0.81,Some IBI data discounted,6,4,16.16666667,4.673611111,112.1666667
0,53,42.15,1,,6,4,16.25,4.677083333,112.25
73,57,263.26,0.19,,6,4,16.33333333,4.680555556,112.3333333
193,64,206.61,0.81,Some IBI data discounted,6,4,16.41666667,4.684027778,112.4166667
1320,67,248.03,0.81,,6,4,16.5,4.6875,112.5
1281,66,148.28,0.88,Some IBI data discounted,6,4,16.58333333,4.690972222,112.5833333
2168,69,26.59,1,,6,4,16.66666667,4.694444444,112.6666667
261,71,261.07,0.31,,6,4,16.75,4.697916667,112.75
0,0,0,1,Invalid data,6,4,16.83333333,4.701388889,112.8333333
0,0,0,1,Invalid data,6,4,16.91666667,4.704861111,112.9166667
0,0,0,1,Invalid data,6,4,17,4.708333333,113
0,0,0,1,Invalid data,6,4,17.08333333,4.711805556,113.0833333
0,0,0,1,Invalid data,6,4,17.16666667,4.715277778,113.1666667
0,0,0,1,Invalid data,6,4,17.25,4.71875,113.25
256,64,204.68,0.5,Some IBI data discounted,6,4,17.33333333,4.722222222,113.3333333
1983,71,37.87,0.94,,6,4,17.41666667,4.725694444,113.4166667
1250,68,38.06,0.94,Some IBI data discounted,6,4,17.5,4.729166667,113.5
1553,70,25.12,1,,6,4,17.58333333,4.732638889,113.5833333
1358,67,29.35,0.94,,6,4,17.66666667,4.736111111,113.6666667
896,71,26.82,1,,6,4,17.75,4.739583333,113.75
714,64,35.55,1,,6,4,17.83333333,4.743055556,113.8333333
1318,79,17.82,1,,6,4,17.91666667,4.746527778,113.9166667
1234,74,23.38,1,,6,4,18,4.75,114
1762,82,18.48,1,,6,4,18.08333333,4.753472222,114.0833333
1363,84,18.17,1,,6,4,18.16666667,4.756944444,114.1666667
1277,76,21.73,1,,6,4,18.25,4.760416667,114.25
424,70,28.85,1,,6,4,18.33333333,4.763888889,114.3333333
304,65,29.06,1,,6,4,18.41666667,4.767361111,114.4166667
117,61,40.17,1,,6,4,18.5,4.770833333,114.5
250,60,44.23,1,,6,4,18.58333333,4.774305556,114.5833333
105,67,27.02,1,,6,4,18.66666667,4.777777778,114.6666667
247,64,30.88,1,,6,4,18.75,4.78125,114.75
463,65,44.95,0.94,,6,4,18.83333333,4.784722222,114.8333333
325,66,27.25,1,,6,4,18.91666667,4.788194444,114.9166667
362,65,31.03,1,,6,4,19,4.791666667,115
277,67,28.35,1,,6,4,19.08333333,4.795138889,115.0833333
213,61,39.58,0.88,,6,4,19.16666667,4.798611111,115.1666667
135,53,86.15,0.88,,6,4,19.25,4.802083333,115.25
164,61,41.53,1,,6,4,19.33333333,4.805555556,115.3333333
24,61,40.57,1,,6,4,19.41666667,4.809027778,115.4166667
11,59,45.32,1,,6,4,19.5,4.8125,115.5
67,59,44.61,1,,6,4,19.58333333,4.815972222,115.5833333
301,69,23.48,1,,6,4,19.66666667,4.819444444,115.6666667
86,60,37.97,1,,6,4,19.75,4.822916667,115.75
12,62,38.25,1,,6,4,19.83333333,4.826388889,115.8333333
248,64,30.57,1,,6,4,19.91666667,4.829861111,115.9166667
24,65,33.52,1,,6,4,20,4.833333333,116
99,68,32.22,1,,6,4,20.08333333,4.836805556,116.0833333
52,65,31.44,1,,6,4,20.16666667,4.840277778,116.1666667
16,63,30.45,1,,6,4,20.25,4.84375,116.25
402,66,39.57,1,,6,4,20.33333333,4.847222222,116.3333333
13,62,32.49,1,,6,4,20.41666667,4.850694444,116.4166667
43,62,34.44,1,,6,4,20.5,4.854166667,116.5
10,60,31.94,1,,6,4,20.58333333,4.857638889,116.5833333
55,63,38.14,1,,6,4,20.66666667,4.861111111,116.6666667
446,68,35.73,0.94,,6,4,20.75,4.864583333,116.75
327,68,37.08,0.94,,6,4,20.83333333,4.868055556,116.8333333
333,68,30.22,1,,6,4,20.91666667,4.871527778,116.9166667
38,59,40.87,1,,6,4,21,4.875,117
15,57,41.51,1,,6,4,21.08333333,4.878472222,117.0833333
382,65,37.85,0.88,,6,4,21.16666667,4.881944444,117.1666667
277,64,29.58,1,,6,4,21.25,4.885416667,117.25
410,63,29.38,1,,6,4,21.33333333,4.888888889,117.3333333
517,77,54.43,0.88,,6,4,21.41666667,4.892361111,117.4166667
313,67,25.84,1,,6,4,21.5,4.895833333,117.5
443,70,49.01,0.94,,6,4,21.58333333,4.899305556,117.5833333
761,71,28.3,1,,6,4,21.66666667,4.902777778,117.6666667
242,65,31.31,1,,6,4,21.75,4.90625,117.75
172,62,29.57,1,,6,4,21.83333333,4.909722222,117.8333333
236,62,28.05,1,,6,4,21.91666667,4.913194444,117.9166667
55,60,36.23,1,,6,4,22,4.916666667,118
49,56,43.54,1,,6,4,22.08333333,4.920138889,118.0833333
16,56,45.52,1,,6,4,22.16666667,4.923611111,118.1666667
16,55,49.43,1,,6,4,22.25,4.927083333,118.25
19,53,46.64,1,,6,4,22.33333333,4.930555556,118.3333333
50,57,37.67,1,,6,4,22.41666667,4.934027778,118.4166667
23,51,47.97,0.88,Some IBI data discounted,6,4,22.5,4.9375,118.5
0,53,40.11,1,,6,4,22.58333333,4.940972222,118.5833333
67,58,39.91,0.81,,6,4,22.66666667,4.944444444,118.6666667
319,66,34.06,1,,6,4,22.75,4.947916667,118.75
159,57,45.13,1,,6,4,22.83333333,4.951388889,118.8333333
0,47,46.6,1,,6,4,22.91666667,4.954861111,118.9166667
5,47,49.09,1,,6,4,23,4.958333333,119
45,48,52.04,1,,6,4,23.08333333,4.961805556,119.0833333
0,48,79.44,0.81,,6,4,23.16666667,4.965277778,119.1666667
36,48,46.66,1,,6,4,23.25,4.96875,119.25
0,46,38.66,1,,6,4,23.33333333,4.972222222,119.3333333
0,46,38.3,1,,6,4,23.41666667,4.975694444,119.4166667
0,46,34.23,1,,6,4,23.5,4.979166667,119.5
0,46,55.02,0.94,Some IBI data discounted,6,4,23.58333333,4.982638889,119.5833333
0,46,32.76,1,,6,4,23.66666667,4.986111111,119.6666667
0,46,32.2,1,,6,4,23.75,4.989583333,119.75
0,46,36.15,1,,6,4,23.83333333,4.993055556,119.8333333
0,46,35.33,1,,6,4,23.91666667,4.996527778,119.9166667
9,50,66.53,0.75,,0,5,0,5,120
0,45,63.42,1,,0,5,0.083333333,5.003472222,120.0833333
17,46,55.24,0.63,,0,5,0.166666667,5.006944444,120.1666667
0,45,41.59,1,,0,5,0.25,5.010416667,120.25
0,46,54.92,1,,0,5,0.333333333,5.013888889,120.3333333
0,45,73.33,0.81,,0,5,0.416666667,5.017361111,120.4166667
0,46,42.17,1,,0,5,0.5,5.020833333,120.5
0,47,45.9,1,,0,5,0.583333333,5.024305556,120.5833333
0,47,46.42,1,,0,5,0.666666667,5.027777778,120.6666667
0,46,39.62,1,,0,5,0.75,5.03125,120.75
0,48,43.74,1,,0,5,0.833333333,5.034722222,120.8333333
8,50,47.15,0.94,,0,5,0.916666667,5.038194444,120.9166667
5,47,49.8,1,,0,5,1,5.041666667,121
0,46,35.83,1,,0,5,1.083333333,5.045138889,121.0833333
2,48,72.87,0.88,Some IBI data discounted,0,5,1.166666667,5.048611111,121.1666667
0,45,55.13,1,,0,5,1.25,5.052083333,121.25
0,45,68.24,0.81,,0,5,1.333333333,5.055555556,121.3333333
0,44,51.39,1,,0,5,1.416666667,5.059027778,121.4166667
0,44,52.23,1,,0,5,1.5,5.0625,121.5
0,45,55.04,1,,0,5,1.583333333,5.065972222,121.5833333
0,45,52.69,1,,0,5,1.666666667,5.069444444,121.6666667
0,46,50.11,1,,0,5,1.75,5.072916667,121.75
2,48,50.17,0.88,,0,5,1.833333333,5.076388889,121.8333333
5,47,47.34,0.81,,0,5,1.916666667,5.079861111,121.9166667
1,44,82.88,0.94,,0,5,2,5.083333333,122
0,43,63.5,1,,0,5,2.083333333,5.086805556,122.0833333
8,44,71.92,1,,0,5,2.166666667,5.090277778,122.1666667
0,43,63.65,1,,0,5,2.25,5.09375,122.25
0,43,54.52,1,,0,5,2.333333333,5.097222222,122.3333333
0,46,44.22,1,,0,5,2.416666667,5.100694444,122.4166667
6,49,62.24,0.81,,0,5,2.5,5.104166667,122.5
0,45,35.81,1,,0,5,2.583333333,5.107638889,122.5833333
0,44,45.39,1,,0,5,2.666666667,5.111111111,122.6666667
0,45,50.19,1,,0,5,2.75,5.114583333,122.75
0,43,41.93,1,,0,5,2.833333333,5.118055556,122.8333333
0,44,47.89,0.94,,0,5,2.916666667,5.121527778,122.9166667
0,43,50.52,1,,0,5,3,5.125,123
0,43,56.68,1,,0,5,3.083333333,5.128472222,123.0833333
0,42,47.07,1,,0,5,3.166666667,5.131944444,123.1666667
0,43,44.8,1,,0,5,3.25,5.135416667,123.25
0,43,44.44,1,,0,5,3.333333333,5.138888889,123.3333333
0,43,54.42,1,,0,5,3.416666667,5.142361111,123.4166667
0,43,46.84,1,,0,5,3.5,5.145833333,123.5
3,46,58.27,1,,0,5,3.583333333,5.149305556,123.5833333
0,45,50.64,1,,0,5,3.666666667,5.152777778,123.6666667
0,46,47.15,1,,0,5,3.75,5.15625,123.75
0,46,43.92,1,,0,5,3.833333333,5.159722222,123.8333333
4,48,51.36,0.94,,0,5,3.916666667,5.163194444,123.9166667
0,45,55.5,1,,0,5,4,5.166666667,124
0,47,49.16,1,,0,5,4.083333333,5.170138889,124.0833333
1,48,78.49,0.75,,0,5,4.166666667,5.173611111,124.1666667
0,46,94.01,0.94,,0,5,4.25,5.177083333,124.25
10,50,64.48,0.81,,0,5,4.333333333,5.180555556,124.3333333
0,44,51.6,1,,0,5,4.416666667,5.184027778,124.4166667
0,42,55.74,0.88,,0,5,4.5,5.1875,124.5
0,41,52.74,1,,0,5,4.583333333,5.190972222,124.5833333
1,42,63.63,0.81,,0,5,4.666666667,5.194444444,124.6666667
0,41,55.99,1,,0,5,4.75,5.197916667,124.75
0,42,51.79,1,,0,5,4.833333333,5.201388889,124.8333333
0,41,55.43,1,,0,5,4.916666667,5.204861111,124.9166667
0,42,54.29,1,,0,5,5,5.208333333,125
0,42,51.14,1,,0,5,5.083333333,5.211805556,125.0833333
0,42,50.29,1,,0,5,5.166666667,5.215277778,125.1666667
0,42,51.21,1,,0,5,5.25,5.21875,125.25
12,46,76.03,0.88,,0,5,5.333333333,5.222222222,125.3333333
0,40,78.61,0.81,,0,5,5.416666667,5.225694444,125.4166667
0,41,57.99,1,,0,5,5.5,5.229166667,125.5
0,41,56.59,1,,0,5,5.583333333,5.232638889,125.5833333
0,40,72.16,1,,0,5,5.666666667,5.236111111,125.6666667
0,42,56.24,1,,0,5,5.75,5.239583333,125.75
4,46,56.11,0.94,,0,5,5.833333333,5.243055556,125.8333333
0,42,56.16,1,,0,5,5.916666667,5.246527778,125.9166667
0,42,64.1,0.81,,0,5,6,5.25,126
0,42,49.46,1,,0,5,6.083333333,5.253472222,126.0833333
0,44,57.15,1,,0,5,6.166666667,5.256944444,126.1666667
2,43,66.84,0.81,,0,5,6.25,5.260416667,126.25
0,42,137.93,0.81,,0,5,6.333333333,5.263888889,126.3333333
0,40,63.27,1,,0,5,6.416666667,5.267361111,126.4166667
0,42,71.1,0.75,,0,5,6.5,5.270833333,126.5
41,47,204.81,0.69,Some IBI data discounted,0,5,6.583333333,5.274305556,126.5833333
263,61,36.07,1,,0,5,6.666666667,5.277777778,126.6666667
153,66,53.27,0.88,Some IBI data discounted,0,5,6.75,5.28125,126.75
239,62,35.64,1,,0,5,6.833333333,5.284722222,126.8333333
14,65,24.23,1,,0,5,6.916666667,5.288194444,126.9166667
300,59,62.6,1,,0,5,7,5.291666667,127
153,57,668.44,0.06,Invalid data,0,5,7.083333333,5.295138889,127.0833333
0,0,595.69,0.13,Invalid data,0,5,7.166666667,5.298611111,127.1666667
381,0,534.31,0.06,Invalid data,0,5,7.25,5.302083333,127.25
4,0,568.13,0.06,Invalid data,0,5,7.333333333,5.305555556,127.3333333
2,0,181.18,0.94,Some IBI data discounted,0,5,7.416666667,5.309027778,127.4166667
0,0,0,1,Invalid data,0,5,7.5,5.3125,127.5
0,0,0,1,Invalid data,0,5,7.583333333,5.315972222,127.5833333
227,57,150.05,0.56,Some IBI data discounted,0,5,7.666666667,5.319444444,127.6666667
69,56,50.5,1,,0,5,7.75,5.322916667,127.75
71,56,42.04,1,,0,5,7.833333333,5.326388889,127.8333333
84,59,34.4,1,,0,5,7.916666667,5.329861111,127.9166667
457,61,35.82,1,,0,5,8,5.333333333,128
154,61,34.68,1,,0,5,8.083333333,5.336805556,128.0833333
9,64,30.18,1,,0,5,8.166666667,5.340277778,128.1666667
328,66,28.19,1,,0,5,8.25,5.34375,128.25
74,65,22.79,1,,0,5,8.333333333,5.347222222,128.3333333
99,64,26.04,1,,0,5,8.416666667,5.350694444,128.4166667
61,56,41.75,0.94,,0,5,8.5,5.354166667,128.5
23,51,50.13,0.94,,0,5,8.583333333,5.357638889,128.5833333
92,57,37.08,1,,0,5,8.666666667,5.361111111,128.6666667
187,65,24,1,,0,5,8.75,5.364583333,128.75
221,63,30.04,1,,0,5,8.833333333,5.368055556,128.8333333
370,63,53.07,0.94,Some IBI data discounted,0,5,8.916666667,5.371527778,128.9166667
242,62,29.85,1,,0,5,9,5.375,129
113,63,26.84,1,,0,5,9.083333333,5.378472222,129.0833333
134,63,29.09,1,,0,5,9.166666667,5.381944444,129.1666667
272,61,32.97,1,,0,5,9.25,5.385416667,129.25
94,61,31.37,1,,0,5,9.333333333,5.388888889,129.3333333
363,62,41.94,1,,0,5,9.416666667,5.392361111,129.4166667
253,63,40.61,1,,0,5,9.5,5.395833333,129.5
353,59,34.39,1,,0,5,9.583333333,5.399305556,129.5833333
364,62,34.8,1,,0,5,9.666666667,5.402777778,129.6666667
279,61,32.27,1,,0,5,9.75,5.40625,129.75
196,58,37.85,1,,0,5,9.833333333,5.409722222,129.8333333
128,58,46.42,1,,0,5,9.916666667,5.413194444,129.9166667
69,54,48.9,1,,0,5,10,5.416666667,130
77,57,38.61,0.94,,0,5,10.08333333,5.420138889,130.0833333
0,57,38.95,1,,0,5,10.16666667,5.423611111,130.1666667
8,57,35.85,0.94,,0,5,10.25,5.427083333,130.25
28,59,35.07,0.88,,0,5,10.33333333,5.430555556,130.3333333
0,56,37.96,1,,0,5,10.41666667,5.434027778,130.4166667
0,55,30.8,1,,0,5,10.5,5.4375,130.5
1,58,39.35,1,,0,5,10.58333333,5.440972222,130.5833333
1,57,34.22,1,,0,5,10.66666667,5.444444444,130.6666667
129,58,40.04,0.94,,0,5,10.75,5.447916667,130.75
154,58,54.93,0.88,,0,5,10.83333333,5.451388889,130.8333333
93,67,35.55,1,,0,5,10.91666667,5.454861111,130.9166667
425,64,29.86,1,,0,5,11,5.458333333,131
10,55,41.83,1,,0,5,11.08333333,5.461805556,131.0833333
2,55,38,1,,0,5,11.16666667,5.465277778,131.1666667
0,55,44.3,1,,0,5,11.25,5.46875,131.25
102,59,42.42,0.69,,0,5,11.33333333,5.472222222,131.3333333
165,60,39.35,1,,0,5,11.41666667,5.475694444,131.4166667
184,63,29.72,1,,0,5,11.5,5.479166667,131.5
183,64,29.82,1,,0,5,11.58333333,5.482638889,131.5833333
354,67,58.3,0.88,,0,5,11.66666667,5.486111111,131.6666667
110,67,24.07,1,,0,5,11.75,5.489583333,131.75
343,62,38.85,1,,0,5,11.83333333,5.493055556,131.8333333
0,54,44.78,1,,0,5,11.91666667,5.496527778,131.9166667
0,55,39.5,1,,0,5,12,5.5,132
149,60,58,0.94,Some IBI data discounted,0,5,12.08333333,5.503472222,132.0833333
108,63,31.81,1,,0,5,12.16666667,5.506944444,132.1666667
48,68,20.77,1,,0,5,12.25,5.510416667,132.25
55,66,25.08,1,,0,5,12.33333333,5.513888889,132.3333333
14,56,52.61,1,,0,5,12.41666667,5.517361111,132.4166667
83,62,47.62,0.94,,0,5,12.5,5.520833333,132.5
86,65,38.16,1,,0,5,12.58333333,5.524305556,132.5833333
62,69,26.24,1,,0,5,12.66666667,5.527777778,132.6666667
150,66,39.55,1,,0,5,12.75,5.53125,132.75
197,65,29.62,1,,0,5,12.83333333,5.534722222,132.8333333
221,73,28.41,1,,0,5,12.91666667,5.538194444,132.9166667
115,64,35.89,0.94,,0,5,13,5.541666667,133
152,65,36.31,1,,0,5,13.08333333,5.545138889,133.0833333
321,65,30.7,1,,0,5,13.16666667,5.548611111,133.1666667
462,71,26.91,1,,0,5,13.25,5.552083333,133.25
316,71,28.06,0.94,,0,5,13.33333333,5.555555556,133.3333333
544,71,43.52,0.94,,0,5,13.41666667,5.559027778,133.4166667
246,65,43.34,0.94,Some IBI data discounted,0,5,13.5,5.5625,133.5
448,68,43.17,1,,0,5,13.58333333,5.565972222,133.5833333
1790,75,22.42,1,,0,5,13.66666667,5.569444444,133.6666667
4444,83,23.95,0.88,Some IBI data discounted,0,5,13.75,5.572916667,133.75
4828,86,15.68,1,,0,5,13.83333333,5.576388889,133.8333333
1887,79,19.93,0.94,Some IBI data discounted,0,5,13.91666667,5.579861111,133.9166667
170,65,226.67,0.53,,0,5,14,5.583333333,134
428,72,272.8,0.13,,0,5,14.08333333,5.586805556,134.0833333
1230,89,18.91,1,,0,5,14.16666667,5.590277778,134.1666667
564,85,33.47,0.81,Some IBI data discounted,0,5,14.25,5.59375,134.25
880,79,552.53,0.13,Invalid data,0,5,14.33333333,5.597222222,134.3333333
744,42,842.35,0,Invalid data,0,5,14.41666667,5.600694444,134.4166667
1195,30,962.29,0.06,Invalid data,0,5,14.5,5.604166667,134.5
881,0,912.73,0.06,Invalid data,0,5,14.58333333,5.607638889,134.5833333
1005,0,879.83,0.13,Invalid data,0,5,14.66666667,5.611111111,134.6666667
1032,0,867.22,0.06,Invalid data,0,5,14.75,5.614583333,134.75
400,71,29.44,0.75,Some IBI data discounted,0,5,14.83333333,5.618055556,134.8333333
415,69,256.59,0,,0,5,14.91666667,5.621527778,134.9166667
738,62,690.39,0,Invalid data,0,5,15,5.625,135
1458,75,39.41,0.94,,0,5,15.08333333,5.628472222,135.0833333
866,74,109.63,0.5,Some IBI data discounted,0,5,15.16666667,5.631944444,135.1666667
0,0,0,1,Invalid data,0,5,15.25,5.635416667,135.25
0,0,0,1,Invalid data,0,5,15.33333333,5.638888889,135.3333333
0,0,0,1,Invalid data,0,5,15.41666667,5.642361111,135.4166667
0,0,0,1,Invalid data,0,5,15.5,5.645833333,135.5
0,0,0,1,Invalid data,0,5,15.58333333,5.649305556,135.5833333
0,0,0,1,Invalid data,0,5,15.66666667,5.652777778,135.6666667
0,0,53.41,1,Some IBI data discounted,0,5,15.75,5.65625,135.75
321,66,469.85,0.13,Invalid data,0,5,15.83333333,5.659722222,135.8333333
3,56,38.95,1,,0,5,15.91666667,5.663194444,135.9166667
0,56,40.03,1,,0,5,16,5.666666667,136
1,55,35.38,1,,0,5,16.08333333,5.670138889,136.0833333
4,53,46.16,1,,0,5,16.16666667,5.673611111,136.1666667
2,51,43.44,1,,0,5,16.25,5.677083333,136.25
6,51,47.67,1,,0,5,16.33333333,5.680555556,136.3333333
564,74,47.34,0.88,,0,5,16.41666667,5.684027778,136.4166667
160,69,38.03,1,,0,5,16.5,5.6875,136.5
643,77,27.8,0.88,,0,5,16.58333333,5.690972222,136.5833333
1934,91,15.38,1,,0,5,16.66666667,5.694444444,136.6666667
356,83,28.31,0.94,,0,5,16.75,5.697916667,136.75
86,72,27.9,1,,0,5,16.83333333,5.701388889,136.8333333
102,70,29.8,1,,0,5,16.91666667,5.704861111,136.9166667
51,68,30.48,1,,0,5,17,5.708333333,137
39,69,26.79,1,,0,5,17.08333333,5.711805556,137.0833333
63,69,32.26,1,,0,5,17.16666667,5.715277778,137.1666667
59,73,26.21,1,,0,5,17.25,5.71875,137.25
21,73,28.11,1,,0,5,17.33333333,5.722222222,137.3333333
172,84,20.6,1,,0,5,17.41666667,5.725694444,137.4166667
232,94,21.39,0.94,,0,5,17.5,5.729166667,137.5
204,103,15.06,1,,0,5,17.58333333,5.732638889,137.5833333
152,91,17.67,1,,0,5,17.66666667,5.736111111,137.6666667
79,84,18.18,1,,0,5,17.75,5.739583333,137.75
87,89,18.7,1,,0,5,17.83333333,5.743055556,137.8333333
230,97,15.31,1,,0,5,17.91666667,5.746527778,137.9166667
133,83,14.55,1,,0,5,18,5.75,138
133,85,16.33,1,,0,5,18.08333333,5.753472222,138.0833333
184,92,16.04,1,,0,5,18.16666667,5.756944444,138.1666667
57,96,17.05,1,,0,5,18.25,5.760416667,138.25
209,90,20.52,1,,0,5,18.33333333,5.763888889,138.3333333
157,91,21.97,1,,0,5,18.41666667,5.767361111,138.4166667
204,79,24.65,0.94,,0,5,18.5,5.770833333,138.5
260,76,27.47,1,,0,5,18.58333333,5.774305556,138.5833333
130,75,28.76,1,,0,5,18.66666667,5.777777778,138.6666667
63,75,31.77,0.88,,0,5,18.75,5.78125,138.75
654,88,24.03,1,,0,5,18.83333333,5.784722222,138.8333333
568,83,20.07,1,,0,5,18.91666667,5.788194444,138.9166667
134,78,33.86,1,,0,5,19,5.791666667,139
146,78,26.71,1,,0,5,19.08333333,5.795138889,139.0833333
228,81,26,0.94,,0,5,19.16666667,5.798611111,139.1666667
194,84,28.97,0.81,,0,5,19.25,5.802083333,139.25
38,84,24.51,1,,0,5,19.33333333,5.805555556,139.3333333
24,78,40.23,0.94,,0,5,19.41666667,5.809027778,139.4166667
336,90,28.06,0.81,,0,5,19.5,5.8125,139.5
1195,117,13.19,1,,0,5,19.58333333,5.815972222,139.5833333
1967,162,2.64,1,,0,5,19.66666667,5.819444444,139.6666667
2122,164,3.05,1,,0,5,19.75,5.822916667,139.75
2184,170,3.31,1,,0,5,19.83333333,5.826388889,139.8333333
2087,167,3.75,1,,0,5,19.91666667,5.829861111,139.9166667
2073,157,3.91,1,,0,5,20,5.833333333,140
1776,166,3.44,1,,0,5,20.08333333,5.836805556,140.0833333
1950,167,3.48,1,,0,5,20.16666667,5.840277778,140.1666667
1609,161,3.67,1,,0,5,20.25,5.84375,140.25
1344,155,3.63,1,,0,5,20.33333333,5.847222222,140.3333333
1879,166,3.15,1,,0,5,20.41666667,5.850694444,140.4166667
1943,157,3.52,1,,0,5,20.5,5.854166667,140.5
1850,167,3.29,1,,0,5,20.58333333,5.857638889,140.5833333
2176,165,3.41,1,,0,5,20.66666667,5.861111111,140.6666667
1186,160,3.69,1,,0,5,20.75,5.864583333,140.75
1709,158,3.56,1,,0,5,20.83333333,5.868055556,140.8333333
1755,167,3.24,1,,0,5,20.91666667,5.871527778,140.9166667
1707,167,3.48,1,,0,5,21,5.875,141
1631,166,3.38,1,,0,5,21.08333333,5.878472222,141.0833333
1654,181,3.44,1,,0,5,21.16666667,5.881944444,141.1666667
1372,169,5.66,1,Some IBI data discounted,0,5,21.25,5.885416667,141.25
1079,159,4.85,1,Some IBI data discounted,0,5,21.33333333,5.888888889,141.3333333
213,126,6.78,0.75,Some IBI data discounted,0,5,21.41666667,5.892361111,141.4166667
19,119,4.41,1,,0,5,21.5,5.895833333,141.5
98,104,24.16,0.81,Some IBI data discounted,0,5,21.58333333,5.899305556,141.5833333
428,100,29.76,0.81,,0,5,21.66666667,5.902777778,141.6666667
84,96,45.77,0.75,,0,5,21.75,5.90625,141.75
577,96,36.63,0.69,,0,5,21.83333333,5.909722222,141.8333333
119,90,32.32,0.88,,0,5,21.91666667,5.913194444,141.9166667
25,91,27.12,0.94,,0,5,22,5.916666667,142
4,89,28.18,0.88,,0,5,22.08333333,5.920138889,142.0833333
16,86,22.7,1,,0,5,22.16666667,5.923611111,142.1666667
16,88,25.03,0.88,,0,5,22.25,5.927083333,142.25
21,83,30.96,0.94,,0,5,22.33333333,5.930555556,142.3333333
11,81,33.72,0.81,,0,5,22.41666667,5.934027778,142.4166667
342,94,19.2,1,,0,5,22.5,5.9375,142.5
49,99,15.49,0.88,Some IBI data discounted,0,5,22.58333333,5.940972222,142.5833333
307,98,24.81,0.88,,0,5,22.66666667,5.944444444,142.6666667
298,92,57.75,0.88,,0,5,22.75,5.947916667,142.75
255,99,31.46,0.88,,0,5,22.83333333,5.951388889,142.8333333
12,99,12.38,1,,0,5,22.91666667,5.954861111,142.9166667
153,91,31.67,0.44,Some IBI data discounted,0,5,23,5.958333333,143
305,92,22.87,0.69,,0,5,23.08333333,5.961805556,143.0833333
191,74,42.6,0.69,,0,5,23.16666667,5.965277778,143.1666667
0,66,21.81,1,,0,5,23.25,5.96875,143.25
2,65,24.73,1,,0,5,23.33333333,5.972222222,143.3333333
12,67,29.64,0.94,,0,5,23.41666667,5.975694444,143.4166667
0,65,23.31,1,,0,5,23.5,5.979166667,143.5
0,63,26.95,1,,0,5,23.58333333,5.982638889,143.5833333
0,63,24.78,1,,0,5,23.66666667,5.986111111,143.6666667
0,63,23.73,1,,0,5,23.75,5.989583333,143.75
